doi	id	style	ref_string
10.1093/gji/ggy147	656	chicago-annotated-bibliography	Pitoňák, Martin, Mehdi Eshagh, Michal Šprlák, Robert Tenzer, and Pavel Novák. “Spectral Combination of Spherical Gravitational Curvature Boundary-Value Problems.” Geophysical Journal International 214, no. 2 (April 12, 2018): 773–791. doi:10.1093/gji/ggy147.
10.21236/ada067833	657	american-sociological-association	Rayman, Russell B. 1979. “Aircraft Accident Investigation for Flight Surgeons.” Retrieved (http://dx.doi.org/10.21236/ada067833).
10.21236/ada067833	657	iso690-author-date-en	RAYMAN, Russell B., 1979, Aircraft Accident Investigation for Flight Surgeons. [online]. 1 March 1979. DOI 10.21236/ada067833. Available from: http://dx.doi.org/10.21236/ada067833
10.21236/ada067833	657	apa	Rayman, R. B. (1979). Aircraft Accident Investigation for Flight Surgeons. doi:10.21236/ada067833
10.21236/ada067833	657	modern-language-association	Rayman, Russell B. “Aircraft Accident Investigation for Flight Surgeons.” (1979): n. pag. Crossref. Web.
10.21236/ada067833	657	chicago-annotated-bibliography	Rayman, Russell B. “Aircraft Accident Investigation for Flight Surgeons” (March 1, 1979). doi:10.21236/ada067833.
10.9734/ijtdh/2016/23606	658	american-chemical-society-author-date	Rathi, A.; Gupta, A.; Virk, R.; Bansal, S.; Gupta, S. Clinical Profile of Cysticercosis in Head and Neck. International Journal of TROPICAL DISEASE & Health 2016, 13, 1–12.
10.9734/ijtdh/2016/23606	658	american-sociological-association	Rathi, Alok, Ashok Gupta, Ramandeep Virk, Sandeep Bansal, and Shweta Gupta. 2016. “Clinical Profile of Cysticercosis in Head and Neck.” International Journal of TROPICAL DISEASE & Health 13(3):1–12. Retrieved (http://dx.doi.org/10.9734/ijtdh/2016/23606).
10.9734/ijtdh/2016/23606	658	modern-humanities-research-association	Rathi, Alok, Ashok Gupta, Ramandeep Virk, Sandeep Bansal, and Shweta Gupta, ‘Clinical Profile of Cysticercosis in Head and Neck’, International Journal of TROPICAL DISEASE & Health, 13 (2016), 1–12 <doi:10.9734/ijtdh/2016/23606>
10.2172/10162842	659	acm-sig-proceedings	[1]Heinemann, H. and Somorjai, G.A. 1992. Conversion of ethane and of propane to higher olefin hydrocarbons. Quarterly report, July 1--September 30, 1992. (Sep. 1992).
10.2172/10162842	659	ieee	[1]H. Heinemann and G. A. Somorjai, “Conversion of ethane and of propane to higher olefin hydrocarbons. Quarterly report, July 1--September 30, 1992,” Sep. 1992.
10.2172/10162842	659	american-medical-association	1. Heinemann H, Somorjai GA. Conversion of ethane and of propane to higher olefin hydrocarbons. Quarterly report, July 1--September 30, 1992. 1992. doi:10.2172/10162842.
10.1006/jnth.1997.2078	660	turabian-fullnote-bibliography	Langevin, Philippe. “Calculs de Certaines Sommes de Gauss.” Journal of Number Theory 63, no. 1 (March 1997): 59–64. http://dx.doi.org/10.1006/jnth.1997.2078.
10.1006/jnth.1997.2078	660	american-chemical-society-author-date	Langevin, P. Calculs de Certaines Sommes de Gauss. Journal of Number Theory 1997, 63, 59–64.
10.1006/jnth.1997.2078	660	council-of-science-editors	1. Langevin P. Calculs de Certaines Sommes de Gauss. Journal of Number Theory [Internet]. 1997 March;63(1):59–64. Available from: http://dx.doi.org/10.1006/jnth.1997.2078
10.1006/jnth.1997.2078	660	american-medical-association	1. Langevin P. Calculs de Certaines Sommes de Gauss. Journal of Number Theory. 1997;63(1):59–64. doi:10.1006/jnth.1997.2078.
10.1006/jnth.1997.2078	660	modern-humanities-research-association	Langevin, Philippe, ‘Calculs de Certaines Sommes de Gauss’, Journal of Number Theory, 63 (1997), 59–64 <doi:10.1006/jnth.1997.2078>
10.1021/ol0531076	661	american-chemical-society-author-date	Lai, L.-L.; Wang, L.-Y.; Lee, C.-H.; Lin, Y.-C.; Cheng, K.-L. Nanomaterials of Triazine-Based Dendrons:  Convergent Synthesis and Their Physical Studies. Organic Letters 2006, 8, 1541–1544.
10.1021/ol0531076	661	american-medical-association	1. Lai L-L, Wang L-Y, Lee C-H, Lin Y-C, Cheng K-L. Nanomaterials of Triazine-Based Dendrons:  Convergent Synthesis and Their Physical Studies. Organic Letters. 2006;8(8):1541–1544. doi:10.1021/ol0531076.
10.1021/ol0531076	661	chicago-annotated-bibliography	Lai, Long-Li, Ling-Yung Wang, Cheng-Hua Lee, Yang-Chu Lin, and Kung-Lung Cheng. “Nanomaterials of Triazine-Based Dendrons:  Convergent Synthesis and Their Physical Studies.” Organic Letters 8, no. 8 (April 2006): 1541–1544. doi:10.1021/ol0531076.
10.1002/stvr.279	662	council-of-science-editors	1. Tran P, Gosper J, Gorton I. Evaluating the sustained performance of COTS-based messaging systems. Software Testing, Verification and Reliability [Internet]. 2003;13(4):229–240. Available from: http://dx.doi.org/10.1002/stvr.279
10.1155/2011/628786	663	council-of-science-editors	1. Hilsden RJ. Seeking the Ultimate Bowel Preparation for Colonoscopy: Is the End in Sight? Canadian Journal of Gastroenterology [Internet]. 2011;25(12):655–656. Available from: http://dx.doi.org/10.1155/2011/628786
10.1155/2011/628786	663	iso690-author-date-en	HILSDEN, Robert J, 2011, Seeking the Ultimate Bowel Preparation for Colonoscopy: Is the End in Sight? Canadian Journal of Gastroenterology [online]. 2011. Vol. 25, no. 12, p. 655–656. DOI 10.1155/2011/628786. Available from: http://dx.doi.org/10.1155/2011/628786
10.15374/fz2017017	664	turabian-fullnote-bibliography	Sulik-Tyszka, Beata, and Marta Wróblewska. “Zastosowanie Flucytozyny w Leczeniu Inwazyjnych Zakażeń Grzybiczych.” Forum Zakażeń 8, no. 2 (April 16, 2017): 89–92. http://dx.doi.org/10.15374/fz2017017.
10.15374/fz2017017	664	council-of-science-editors	1. Sulik-Tyszka B, Wróblewska M. Zastosowanie flucytozyny w leczeniu inwazyjnych zakażeń grzybiczych. Forum Zakażeń [Internet]. 2017 April 16;8(2):89–92. Available from: http://dx.doi.org/10.15374/fz2017017
10.15374/fz2017017	664	apa	Sulik-Tyszka, B., & Wróblewska, M. (2017). Zastosowanie flucytozyny w leczeniu inwazyjnych zakażeń grzybiczych. Forum Zakażeń, 8(2), 89–92. doi:10.15374/fz2017017
10.12659/msm.899021	665	american-sociological-association	Huang, Zhen et al. 2016. “Effect of the Polymorphism of Folylpolyglutamate Synthetase on Treatment of High-Dose Methotrexate in Pediatric Patients with Acute Lymphocytic Leukemia.” Medical Science Monitor 22:4967–73. Retrieved (http://dx.doi.org/10.12659/msm.899021).
10.1016/j.imbio.2013.08.012	666	ieee	[1]J. You, H. Dong, E. R. Mann, S. C. Knight, and P. Yaqoob, “Probiotic modulation of dendritic cell function is influenced by ageing,” Immunobiology, vol. 219, no. 2, pp. 138–148, Feb. 2014.
10.1016/j.imbio.2013.08.012	666	american-medical-association	1. You J, Dong H, Mann ER, Knight SC, Yaqoob P. Probiotic modulation of dendritic cell function is influenced by ageing. Immunobiology. 2014;219(2):138–148. doi:10.1016/j.imbio.2013.08.012.
10.1016/j.imbio.2013.08.012	666	modern-language-association	You, Jialu et al. “Probiotic Modulation of Dendritic Cell Function Is Influenced by Ageing.” Immunobiology 219.2 (2014): 138–148. Crossref. Web.
10.1016/j.imbio.2013.08.012	666	american-sociological-association	You, Jialu, Honglin Dong, Elizabeth R. Mann, Stella C. Knight, and Parveen Yaqoob. 2014. “Probiotic Modulation of Dendritic Cell Function Is Influenced by Ageing.” Immunobiology 219(2):138–48. Retrieved (http://dx.doi.org/10.1016/j.imbio.2013.08.012).
10.5771/9783845288031-121	667	ieee	[1]P. Gryska, “Kapitel 3: Markenverständnis aus wirtschaftswissenschaftlicher Perspektive,” Der rechtliche Schutz von Markenserien und Serienmarkenbildungskonzepten, pp. 121–134, 2018.
10.5771/9783845288031-121	667	modern-humanities-research-association	Gryska, Peter, ‘Kapitel 3: Markenverständnis Aus Wirtschaftswissenschaftlicher Perspektive’, Der rechtliche Schutz von Markenserien und Serienmarkenbildungskonzepten, 2018, 121–134 <doi:10.5771/9783845288031-121>
10.5771/9783845288031-121	667	acm-sig-proceedings	[1]Gryska, P. 2018. Kapitel 3: Markenverständnis aus wirtschaftswissenschaftlicher Perspektive. Der rechtliche Schutz von Markenserien und Serienmarkenbildungskonzepten. (2018), 121–134.
10.5771/9783845288031-121	667	american-sociological-association	Gryska, Peter. 2018. “Kapitel 3: Markenverständnis Aus Wirtschaftswissenschaftlicher Perspektive.” Der rechtliche Schutz von Markenserien und Serienmarkenbildungskonzepten 121–34. Retrieved (http://dx.doi.org/10.5771/9783845288031-121).
10.5771/9783845288031-121	667	turabian-fullnote-bibliography	Gryska, Peter. “Kapitel 3: Markenverständnis Aus Wirtschaftswissenschaftlicher Perspektive.” Der rechtliche Schutz von Markenserien und Serienmarkenbildungskonzepten (2018): 121–134. http://dx.doi.org/10.5771/9783845288031-121.
10.1081/fst-120016450	668	american-society-of-mechanical-engineers	[1] Diudea M. V., 2002, “PHENYLENIC AND NAPHTHYLENIC TORI,” Fullerenes, Nanotubes and Carbon Nanostructures, 10(4), pp. 273–292.
10.1081/fst-120016450	668	mcgill-en	Diudea, Mircea V. “PHENYLENIC AND NAPHTHYLENIC TORI” (2002) 10:4 Fullerenes, Nanotubes and Carbon Nanostructures 273, online: <http://dx.doi.org/10.1081/fst-120016450>.
10.1081/fst-120016450	668	council-of-science-editors	1. Diudea MV. PHENYLENIC AND NAPHTHYLENIC TORI. Fullerenes, Nanotubes and Carbon Nanostructures [Internet]. 2002 December;10(4):273–292. Available from: http://dx.doi.org/10.1081/fst-120016450
10.1016/s0140-6701(99)92309-3	669	chicago-annotated-bibliography	“99/00036 Estimation of Kinetic Rate Parameters for Coal Combustion from Measurements of the Ignition Temperature.” Fuel and Energy Abstracts 40, no. 1 (January 1999): 5. doi:10.1016/s0140-6701(99)92309-3.
10.1016/s0140-6701(99)92309-3	669	american-society-of-mechanical-engineers	[1]1999, “99/00036 Estimationn of kinetic rate parameters for coal combustion from measurements of the ignition temperature,” Fuel and Energy Abstracts, 40(1), p. 5.
10.1299/jsmehs.2013.50.121101	670	mcgill-en	ARAI, Masato & Takatsune NARUMI. “1211 Effect of unstable vortex on mixing in microchannels with polymer solution in low flow rate region” (2013) 2013.50:0 The Proceedings of Conference of Hokuriku-Shinetsu Branch 121101, online: <http://dx.doi.org/10.1299/jsmehs.2013.50.121101>.
10.5220/0001174502290232	671	turabian-fullnote-bibliography	“MERGING OF DATA KNOWLEDGE IN BAYESIAN ESTIMATION.” Proceedings of the Second International Conference on Informatics in Control, Automation and Robotics (2005). http://dx.doi.org/10.5220/0001174502290232.
10.5220/0001174502290232	671	american-chemical-society-author-date	MERGING OF DATA KNOWLEDGE IN BAYESIAN ESTIMATION. Proceedings of the Second International Conference on Informatics in Control, Automation and Robotics 2005.
10.5220/0001174502290232	671	apa	MERGING OF DATA KNOWLEDGE IN BAYESIAN ESTIMATION. (2005). Proceedings of the Second International Conference on Informatics in Control, Automation and Robotics. doi:10.5220/0001174502290232
10.1007/s10843-011-0073-2	672	american-medical-association	1. Williams DA. Impact of firm size and age on the export behaviour of small locally owned firms: Fresh insights. Journal of International Entrepreneurship. 2011;9(2):152–174. doi:10.1007/s10843-011-0073-2.
10.1007/s10843-011-0073-2	672	council-of-science-editors	1. Williams DA. Impact of firm size and age on the export behaviour of small locally owned firms: Fresh insights. Journal of International Entrepreneurship [Internet]. 2011 May 4;9(2):152–174. Available from: http://dx.doi.org/10.1007/s10843-011-0073-2
10.1007/s10843-011-0073-2	672	ieee	[1]D. A. Williams, “Impact of firm size and age on the export behaviour of small locally owned firms: Fresh insights,” Journal of International Entrepreneurship, vol. 9, no. 2, pp. 152–174, May 2011.
10.1007/s10843-011-0073-2	672	american-chemical-society-author-date	Williams, D. A. Impact of Firm Size and Age on the Export Behaviour of Small Locally Owned Firms: Fresh Insights. Journal of International Entrepreneurship 2011, 9, 152–174.
10.4271/2002-01-3092	673	american-medical-association	1. Liu H, Zhuang D, Lin Y, et al. A Study on Nonlinear Stiffness Characteristic of Air Spring for a Bus. SAE Technical Paper Series. 2002. doi:10.4271/2002-01-3092.
10.1080/07366988809450498	674	mcgill-en	Nashleanas, Richardd N. “Assuring the Quality of Externally Developed Program Code” (1988) 15:13 EDPACS 9, online: <http://dx.doi.org/10.1080/07366988809450498>.
10.1080/07366988809450498	674	american-chemical-society-author-date	Nashleanas, R. N. Assuring the Quality of Externally Developed Program Code. EDPACS 1988, 15, 9–13.
10.1007/bf03300823	675	apa	DOXYCYCLINE PROTECTS AGAINST TRAVELLERS’ DIARRHOEA. (1978). InPharma, 132(1), 12–12. doi:10.1007/bf03300823
10.1007/bf03300823	675	turabian-fullnote-bibliography	“DOXYCYCLINE PROTECTS AGAINST TRAVELLERS’ DIARRHOEA.” InPharma 132, no. 1 (April 1978): 12–12. http://dx.doi.org/10.1007/bf03300823.
10.1080/10417946209371657	676	turabian-fullnote-bibliography	Eubanks, Ralph T., V. L. Baker, and James Golden. “A Bibliography of Speech and Theatre in the South for the Year 1961.” The Southern Speech Journal 27, no. 4 (June 1962): 290–305. http://dx.doi.org/10.1080/10417946209371657.
10.1080/10417946209371657	676	ieee	[1]R. T. Eubanks, V. L. Baker, and J. Golden, “A bibliography of speech and theatre in the south for the year 1961,” The Southern Speech Journal, vol. 27, no. 4, pp. 290–305, Jun. 1962.
10.1080/10417946209371657	676	council-of-science-editors	1. Eubanks RT, Baker VL, Golden J. A bibliography of speech and theatre in the south for the year 1961. The Southern Speech Journal [Internet]. 1962 June;27(4):290–305. Available from: http://dx.doi.org/10.1080/10417946209371657
10.1080/10417946209371657	676	american-society-of-mechanical-engineers	[1] Eubanks R. T., Baker V. L., and Golden J., 1962, “A bibliography of speech and theatre in the south for the year 1961,” The Southern Speech Journal, 27(4), pp. 290–305.
10.1145/1152922	677	american-medical-association	1. Proceedings of the 2004 workshop on MEmory performance DEaling with Applications , systems and architecture - MEDEA ’04. 2004. doi:10.1145/1152922.
10.1145/1152922	677	american-society-of-mechanical-engineers	[1]2004, “Proceedings of the 2004 workshop on MEmory performance DEaling with Applications , systems and architecture - MEDEA ’04.”
10.1145/1152922	677	american-sociological-association	Anon. 2004. “Proceedings of the 2004 Workshop on MEmory Performance DEaling with Applications , Systems and Architecture - MEDEA ’04.” Retrieved (http://dx.doi.org/10.1145/1152922).
10.1016/j.ajog.2006.10.862	678	mcgill-en	Hoffman, M Camille et al. “Pregnancy at or beyond age 40 years is associated with an increased risk of fetal death and other adverse outcomes” (2007) 196:5 American Journal of Obstetrics and Gynecology e11, online: <http://dx.doi.org/10.1016/j.ajog.2006.10.862>.
10.1016/j.ajog.2006.10.862	678	iso690-author-date-en	HOFFMAN, M. Camille, JEFFERS, Sarah, CARTER, Jena, DUTHELY, Lunthita, COTTER, Amanda and GONZÁLEZ-QUINTERO, Víctor Hugo, 2007, Pregnancy at or beyond age 40 years is associated with an increased risk of fetal death and other adverse outcomes. American Journal of Obstetrics and Gynecology [online]. May 2007. Vol. 196, no. 5, p. e11–e13. DOI 10.1016/j.ajog.2006.10.862. Available from: http://dx.doi.org/10.1016/j.ajog.2006.10.862
10.4324/9781315196961-11	679	american-society-of-mechanical-engineers	[1] Youniss T. A., and Mostafa I. M. D., 2017, “Human Rights – Consequences of Weak Accountability,” Accountability in Public Management and Administration in Bangladesh, pp. 132–141.
10.4324/9781315196961-11	679	council-of-science-editors	1. Younis TA, Mostafa IMD. Human Rights – Consequences of Weak Accountability. Accountability in Public Management and Administration in Bangladesh [Internet]. 2017 November 1:132–141. Available from: http://dx.doi.org/10.4324/9781315196961-11
10.4324/9781315196961-11	679	ieee	[1]T. A. Younis and I. M. D. Mostafa, “Human Rights – Consequences of Weak Accountability,” Accountability in Public Management and Administration in Bangladesh, pp. 132–141, Nov. 2017.
10.1037/13699-012	680	acm-sig-proceedings	[1]Royce, J. Docility. D. The social aspect of the higher forms of docility. Outlines of psychology: An elementary treatise with some practical applications. 274–298.
10.1037/13699-012	680	chicago-annotated-bibliography	Royce, Josiah. “Docility. D. The Social Aspect of the Higher Forms of Docility.” Outlines of Psychology: An Elementary Treatise with Some Practical Applications. (n.d.): 274–298. doi:10.1037/13699-012.
10.1037/13699-012	680	iso690-author-date-en	ROYCE, Josiah, [no date], Docility. D. The social aspect of the higher forms of docility. Outlines of psychology: An elementary treatise with some practical applications. [online]. P. 274–298. DOI 10.1037/13699-012. Available from: http://dx.doi.org/10.1037/13699-012
10.1037/13699-012	680	modern-language-association	Royce, Josiah. “Docility. D. The Social Aspect of the Higher Forms of Docility.” Outlines of psychology: An elementary treatise with some practical applications. 274–298. Crossref. Web.
10.1037/13699-012	680	american-chemical-society-author-date	Royce, J. Docility. D. The Social Aspect of the Higher Forms of Docility. Outlines of psychology: An elementary treatise with some practical applications. 274–298.
10.1037//0096-1523.7.1.56	681	council-of-science-editors	1. Dykes JR. Perceptual encoding and decision strategies for integral dimensions. Journal of Experimental Psychology: Human Perception and Performance [Internet]. 1981;7(1):56–70. Available from: http://dx.doi.org/10.1037/0096-1523.7.1.56
10.1037//0096-1523.7.1.56	681	chicago-annotated-bibliography	Dykes, James R. “Perceptual Encoding and Decision Strategies for Integral Dimensions.” Journal of Experimental Psychology: Human Perception and Performance 7, no. 1 (1981): 56–70. doi:10.1037/0096-1523.7.1.56.
10.1037//0096-1523.7.1.56	681	modern-humanities-research-association	Dykes, James R., ‘Perceptual Encoding and Decision Strategies for Integral Dimensions.’, Journal of Experimental Psychology: Human Perception and Performance, 7 (1981), 56–70 <doi:10.1037/0096-1523.7.1.56>
10.1037//0096-1523.7.1.56	681	american-chemical-society-author-date	Dykes, J. R. Perceptuall Encoding and Decision Strategies for Integral Dimensions. Journal of Experimental Psychology: Human Perception and Performance 1981, 7, 56–70.
10.1037//0096-1523.7.1.56	681	apa	Dykes, J. R. (1981). Perceptual encoding and decision strategies for integral dimensions. Journal of Experimental Psychology: Human Perception and Performance, 7(1), 56–70. doi:10.1037/0096-1523.7.1.56
10.1086/370718	682	american-sociological-association	Yahuda, A. S. 1944. “The Osiris Cult and the Designation of Osiris Idols in the Bible.” Journal of Near Eastern Studies 3(3):194–97. Retrieved (http://dx.doi.org/10.1086/370718).
10.1086/370718	682	iso690-author-date-en	YAHUDA, A. S., 1944, The Osiris Cult and the Designation of Osiris Idols in the Bible. Journal of Near Eastern Studies [online]. July 1944. Vol. 3, no. 3, p. 194–197. DOI 10.1086/370718. Available from: http://dx.doi.org/10.1086/370718
10.1086/370718	682	modern-humanities-research-association	Yahuda, A. S., ‘The Osiris Cult and the Designation of Osiris Idols in the Bible’, Journal of Near Eastern Studies, 3 (1944), 194–197 <doi:10.1086/370718>
10.1086/370718	682	ieee	[1]A. S. Yahuda, “The Osiris Cult and the Designation of Osiris Idols in the Bible,” Journal of Near Eastern Studies, vol. 3, no. 3, pp. 194–197, Jul. 1944.
10.1163/182539196x00394	683	turabian-fullnote-bibliography	MINIATI, MARA. “Concetti e Oggetti, Rimini, Raffaelli e Luisè Editori, 1996, 159 Pp., Ill.” Nuncius 11, no. 2 (1996): 769–770. http://dx.doi.org/10.1163/182539196x00394.
10.1016/s0002-9378(38)90537-x	684	turabian-fullnote-bibliography	Soule, S.D. “A Ten-Year Study of Cesarean Section in the St. Louis Maternity Hospital.” American Journal of Obstetrics and Gynecology 36, no. 4 (October 1938): 648–655. http://dx.doi.org/10.1016/s0002-9378(38)90537-x.
10.1016/s0002-9378(38)90537-x	684	chicago-annotated-bibliography	Soule, S.D. “A Ten-Year Study of Cesarean Section in the St. Louis Maternity Hospital.” American Journal of Obstetrics and Gynecology 36, no. 4 (October 1938): 648–655. doi:10.1016/s0002-9378(38)90537-x.
10.1016/s0002-9378(38)90537-x	684	american-chemical-society-author-date	Soule, S. D. A Ten-Year Study of Cesarean Section in the St. Louis Maternity Hospital. American Journal of Obstetrics and Gynecology 1938, 36, 648–655.
10.1016/s0002-9378(38)90537-x	684	mcgill-en	Soule, SD. “A ten-year study of cesarean section in the St. Louis Maternity Hospital” (1938) 36:4 American Journal of Obstetrics and Gynecology 648, online: <http://dx.doi.org/10.1016/s0002-9378(38)90537-x>.
10.1016/s0002-9378(38)90537-x	684	american-medical-association	1. Soule SD. A ten-year study of cesarean section in the St. Louis Maternity Hospital. American Journal of Obstetrics and Gynecology. 1938;36(4):648–655. doi:10.1016/s0002-9378(38)90537-x.
10.1016/s0920-9964(14)70148-3	685	iso690-author-date-en	ENGLISH, Jane A., FOCKING, Melanie, LOPEZ, Lorna, MATIGIAN, Nicholas, CAGNEY, Gerard, MACKAY-SIM, Alan and COTTER, David R., 2014, SIGNIFICANT DOWN-REGULATION OF EIF2 AND ASSOCIATED RIBOSOMAL PROTEINS IN ONS CELL MODEL OF SCHIZOPHRENIA. Schizophrenia Research [online]. April 2014. Vol. 153, p. S45–S46. DOI 10.1016/s0920-9964(14)70148-3. Available from: http://dx.doi.org/10.1016/s0920-9964(14)70148-3
10.1016/s0920-9964(14)70148-3	685	turabian-fullnote-bibliography	English, Jane A., Melanie Focking, Lorna Lopez, Nicholas Matigian, Gerard Cagney, Alan Mackay-Sim, and David R. Cotter. “SIGNIFICANT DOWN-REGULATION OF EIF2 AND ASSOCIATED RIBOSOMAL PROTEINS IN ONS CELL MODEL OF SCHIZOPHRENIA.” Schizophrenia Research 153 (April 2014): S45–S46. http://dx.doi.org/10.1016/s0920-9964(14)70148-3.
10.1016/s0920-9964(14)70148-3	685	acm-sig-proceedings	[1]English, J.A. et al. 2014. SIGNIFICANT DOWN-REGULATION OF EIF2 AND ASSOCIATED RIBOSOMAL PROTEINS IN ONS CELL MODEL OF SCHIZOPHRENIA. Schizophrenia Research. 153, (Apr. 2014), S45–S46.
10.1016/s0920-9964(14)70148-3	685	ieee	[1]J. A. English, M. Focking, L. Lopez, N. Matigian, G. Cagney, A. Mackay-Sim, and D. R. Cotter, “SIGNIFICANT DOWN-REGULATION OF EIF2 AND ASSOCIATED RIBOSOMAL PROTEINS IN ONS CELL MODEL OF SCHIZOPHRENIA,” Schizophrenia Research, vol. 153, pp. S45–S46, Apr. 2014.
10.1504/ijclm.2013.057549	686	iso690-author-date-en	KOWCH, Eugene G., 2013, Conceptualising the essential qualities of complex adaptive leadership: networks that organise. International Journal of Complexity in Leadership and Management [online]. 2013. Vol. 2, no. 3, p. 162. DOI 10.1504/ijclm.2013.057549. Available from: http://dx.doi.org/10.1504/ijclm.2013.057549
10.1504/ijclm.2013.057549	686	american-society-of-mechanical-engineers	[1] Kowch E. G., 2013, “Conceptualising the essentiall qualities of complex adaptive leadership: networks that organise,” International Journal of Complexity in Leadership and Management, 2(3), p. 162.
10.1504/ijclm.2013.057549	686	american-sociological-association	Kowch, Eugene G. 2013. “Conceptualising the Essential Qualities of Complex Adaptive Leadership: Networks That Organise.” International Journal of Complexity in Leadership and Management 2(3):162. Retrieved (http://dx.doi.org/10.1504/ijclm.2013.057549).
10.18356/ab0103c2-en	687	iso690-author-date-en	, 2013, Implementing the Millennium Development Goals: Health inequality and the role of global health partnerships. [online]. 10 May 2013. DOI 10.18356/ab0103c2-en. Available from: http://dx.doi.org/10.18356/ab0103c2-en
10.18356/ab0103c2-en	687	apa	(2013). Implementing the Millennium Development Goals: Health inequality and the role of global health partnerships. doi:10.18356/ab0103c2-en
10.1117/12.472592	688	american-chemical-society-author-date	Albus, J. E.; Lewins, L. J.; Schacht, J. R. <title>Centroid Tracking Using a Probability Map for Target Segmentation</title>. Acquisition, Tracking, and Pointing XVI 2002.
10.1117/12.472592	688	chicago-annotated-bibliography	Albus, John E., Lloyd J. Lewins, and Julie R. Schacht. “<title>Centroid Tracking Using a Probability Map for Target Segmentation</title>.” Edited by Michael K. Masten and Larry A. Stockum. Acquisition, Tracking, and Pointing XVI (July 1, 2002). doi:10.1117/12.472592.
10.1117/12.472592	688	american-sociological-association	Albus, John E., Lloyd J. Lewins, and Julie R. Schacht. 2002. “<title>Centroid Tracking Using a Probability Map for Target Segmentation</title>” edited by Michael K. Masten and Larry A. Stockum. Acquisition, Tracking, and Pointing XVI. Retrieved (http://dx.doi.org/10.1117/12.472592).
10.1117/12.472592	688	turabian-fullnote-bibliography	Albus, John E., Lloyd J. Lewins, and Julie R. Schacht. “<title>Centroid Tracking Using a Probability Map for Target Segmentation</title>.” Edited by Michael K. Masten and Larry A. Stockum. Acquisition, Tracking, and Pointing XVI (July 1, 2002). http://dx.doi.org/10.1117/12.472592.
10.1080/00138387708597819	689	modern-humanities-research-association	Diekstra, F., Mario Praz, Virginia M. Carr, Donald W. Hannah, Arthur Clayborough, Irène Simon, and others, ‘Reviews’, English Studies, 58 (1977), 159–185 <doi:10.1080/00138387708597819>
10.1080/00138387708597819	689	american-chemical-society-author-date	Diekstra, F.; Praz, M.; Carr, V. M.; Hannah, D. W.; Clayborough, A.; Simon, I.; Schroeter, J.; Barnard, R.; Bronzwaer, W.; Robberecht, P. Reviews. English Studies 1977, 58, 159–185.
10.1080/00138387708597819	689	apa	Diekstra, F., Praz, M., Carr, V. M., Hannah, D. W., Clayborough, A., Simon, I., … Robberecht, P. (1977). Reviews. English Studies, 58(2), 159–185. doi:10.1080/00138387708597819
10.1016/s0168-9002(00)01178-5	690	apa	Golovatyuk, V., Gorini, E., Grancagnolo, F., Perrino, R., & Primavera, M. (2001). A facility for the measurement of electron transport parameters in a gas mixture. Nuclear Instruments and Methods in Physics Research Section A: Accelerators, Spectrometers, Detectors and Associated Equipment, 461(1-3), 96–97. doi:10.1016/s0168-9002(00)01178-5
10.1016/s0168-9002(00)01178-5	690	acm-sig-proceedings	[1]Golovatyuk, V. et al. 2001. A facility for the measurement of electron transport parameters in a gas mixture. Nuclear Instruments and Methods in Physics Research Section A: Accelerators, Spectrometers, Detectors and Associated Equipment. 461, 1-3 (Apr. 2001), 96–97.
10.1016/s0168-9002(00)01178-5	690	chicago-annotated-bibliography	Golovatyuk, V., E. Gorini, F. Grancagnolo, R. Perrino, and M. Primavera. “A Facility for the Measurement of Electron Transport Parameters in a Gas Mixture.” Nuclear Instruments and Methods in Physics Research Section A: Accelerators, Spectrometers, Detectors and Associated Equipment 461, no. 1–3 (April 2001): 96–97. doi:10.1016/s0168-9002(00)01178-5.
10.2307/622993	691	acm-sig-proceedings	[1]Johnston, R.J. and Pattie, C.J. 1988. People, Attitudes, Milieuxx and Votes: An Exploration of Voting at the 1983 British General Election. Transactions of the Institute of British Geographers. 13, 3 (1988), 303.
10.7748/ns.5.40.14.s28	692	modern-humanities-research-association	‘News in Brief’, Nursing Standard, 5 (1991), 14–14 <doi:10.7748/ns.5.40.14.s28>
10.7748/ns.5.40.14.s28	692	apa	News in brief. (1991). Nursing Standard, 5(40), 14–14. doi:10.7748/ns.5.40.14.s28
10.7748/ns.5.40.14.s28	692	modern-language-association	“News in Brief.” Nursing Standard 5.40 (1991): 14–14. Crossref. Web.
10.1006/jsvi.1999.2672	693	modern-language-association	QU, Z.-Q. “HYBRID EXPANSION METHOD FOR FREQUENCY RESPONSES AND THEIR SENSITIVITIES, PART I: UNDAMPED SYSTEMS.” Journal of Sound and Vibration 231.1 (2000): 175–193. Crossref. Web.
10.1006/jsvi.1999.2672	693	ieee	[1]Z.-Q. QU, “HYBRID EXPANSION METHOD FOR FREQUENCY RESPONSES AND THEIR SENSITIVITIES, PART I: UNDAMPED SYSTEMS,” Journal of Sound and Vibration, vol. 231, no. 1, pp. 175–193, Mar. 2000.
10.1006/jsvi.1999.2672	693	american-sociological-association	QU, Z. Q. 2000. “HYBRID EXPANSION METHOD FOR FREQUENCY RESPONSES AND THEIR SENSITIVITIES, PART I: UNDAMPED SYSTEMS.” Journal of Sound and Vibration 231(1):175–93. Retrieved (http://dx.doi.org/10.1006/jsvi.1999.2672).
