id	bibtex_string
582	"@article{ref582, 
 author  =  {Ten Bosch J. J. and Angmar-Månsson} , 
 given-names  =  {B} , 
 year  =  {1991} , 
 title  =  {“Invited Review: A Review of Quantitative Methods for Studies of Mineral Content of Intra-Oral Incipient Caries Lesions.�} , 
 booktitle  =  {Journal of Dental Research} , 
 pages  =  {70 -- 1</fpage> - <lpage>2</fpage> - <lpage>14} , 
 url  =  {Retrieved (http://dx.doi.org/10.1177/00220345910700010301)} 
 }"
582	"@article{ref582, 
 author  =  {Ten Bosch J.J and Angmar-Månsson} , 
 given-names  =  {B} , 
 title  =  {‘Invited Review: A Review of Quantitative Methods for Studies of Mineral Content of Intra-Oral Incipient Caries Lesions�} , 
 booktitle  =  {Journal of Dental Research} , 
 volume  =  {70} , 
 year  =  {1991} , 
 pages  =  {2 -- 14} 
 }"
582	"@article{ref582, 
 author  =  {Bosch J.J and Angmar-Månsson B} , 
 year  =  {1991 Jan. 1991)} , 
 title  =  {Invited Review: A Review of Quantitative Methods for Studies of Mineral Content of Intra-oral Incipient Caries Lesions} , 
 booktitle  =  {Journal of Dental Research} , 
 volume  =  {70} , 
 issue  =  {1} , 
 pages  =  {2 -- 14} 
 }"
582	"@article{ref582, 
 author  =  {Ten Bosch J. J. and Angmar-Månsson B and Invited} , 
 title  =  {Review: A Review of Quantitative Methods for Studies of Mineral Content of Intra-Oral Incipient Caries Lesions} , 
 booktitle  =  {Journal of Dental Research} , 
 year  =  {1991} , 
 volume  =  {70} , 
 pages  =  {2 -- 14} 
 }"
583	"@article{ref583, 
 author  =  {Nikoh N} , 
 title  =  {“Wolbachia genomee integrated in an insect chromosome: Evolution and fate of laterally transferred endosymbiont genes�} , 
 year  =  {2008} , 
 volume  =  {18:2 272} , 
 booktitle  =  {Genome Research} , 
 url  =  {<http://dx.doi.org/10.1101/gr.7144908>} 
 }"
583	"@article{ref583, 
 author  =  {Nikoh N and Tanaka K and Shibata F and Kondo N and Hizume M and Shimada M and Fukatsu T} , 
 year  =  {2008} , 
 title  =  {Wolbachia genome integrated in an insect chromosome: Evolution and fate of laterally transferred endosymbiont genes} , 
 booktitle  =  {Genome Research} , 
 volume  =  {18(2} , 
 pages  =  {272 -- 280} , 
 note  =  {doi:10.1101/gr.7144908} 
 }"
583	"@article{ref583, 
 author  =  {Nikoh N and Tanaka K and Shibata F and Kondo N and Hizume M and Shimada M and Fukatsu T} , 
 year  =  {2008} , 
 title  =  {“Wolbachia genome integrated in an insect chromosome: Evolution and fate of laterally transferred endosymbiont genes,�} , 
 booktitle  =  {Genome Research} , 
 volume  =  {18(2} , 
 pages  =  {272 -- 280} 
 }"
583	"@article{ref583, 
 author  =  {Nikoh K and Tanaka F and Shibata N and Kondo M and Hizume M and Shimada T and Fukatsu} , 
 title  =  {“Wolbachia genome integrated in an insect chromosome: Evolution and fate of laterally transferred endosymbiont genes,�} , 
 booktitle  =  {Genome Research} , 
 volume  =  {18} , 
 issue  =  {2} , 
 pages  =  {272 -- 280} , 
 year  =  {2008} 
 }"
584	"@article{ref584, 
 author  =  {Rose K and Book} , 
 title  =  {Review: The Advanced Project Management Office: A Comprehensive Look at Function and Implementation} , 
 booktitle  =  {Project Management Journal [Internet] December;33(4):69–69} , 
 year  =  {2002} , 
 url  =  {http://dx.doi.org/10.1177/875697280203300410} 
 }"
585	"@article{ref585, 
 author  =  {Yus M and Ring} , 
 title  =  {opening of heterocycles by an arene-catalyzed lithiation. Pure and Applied Chemistry [Internet} , 
 note  =  {2003 January 1;75(10):1453–1475} , 
 url  =  {http://dx.doi.org/10.1351/pac200375101453} 
 }"
585	"@article{ref585, 
 author  =  {Yus M and Ring} , 
 title  =  {Opening of Heterocycles by an Arene-Catalyzed Lithiation} , 
 booktitle  =  {Pure and Applied Chemistry} , 
 year  =  {2003} , 
 volume  =  {75} , 
 pages  =  {1453 -- 1475} 
 }"
586	"@article{ref586, 
 author  =  {Havránek J and Lízler} , 
 title  =  {“Magnetic resonance imaging in the evaluation of partial growth arrest after physeal injuries in children.,�} , 
 booktitle  =  {The Journal of Bone & Joint Surgery} , 
 volume  =  {73} , 
 issue  =  {8} , 
 pages  =  {1234 -- 1241} , 
 year  =  {1991} 
 }"
586	"@article{ref586, 
 author  =  {HAVRÁNEK P and LÍZLER J and DOI 10.2106/00004623-199173080-00014} , 
 year  =  {1991 September 1991} , 
 title  =  {Magnetic resonance imaging in the evaluation of partial growth arrest after physeal injuries in children} , 
 booktitle  =  {The Journal of Bone & Joint Surgery} , 
 url  =  {http://dx.doi.org/10.2106/00004623-199173080-00014} 
 }"
586	"@article{ref586, 
 author  =  {Havránek P and Lízler} , 
 given-names  =  {J} , 
 year  =  {1991} , 
 title  =  {“Magnetic Resonance Imaging in the Evaluation of Partial Growth Arrest after Physeal Injuries in Children.�} , 
 booktitle  =  {The Journal of Bone & Joint Surgery} , 
 pages  =  {73 -- 8</fpage> - <lpage>1234</fpage> - <lpage>41} , 
 url  =  {Retrieved (http://dx.doi.org/10.2106/00004623-199173080-00014)} 
 }"
586	"@article{ref586, 
 author  =  {Havránek P and Lízler J} , 
 year  =  {1991} , 
 title  =  {Magnetic resonance imaging in the evaluation of partial growth arrest after physeal injuries in children} , 
 booktitle  =  {The Journal of Bone & Joint Surgery} , 
 volume  =  {73(8} , 
 pages  =  {1234 -- 1241} , 
 identifier  =  {doi:10.2106/00004623-199173080-00014} 
 }"
587	"@article{ref587, 
 editor  =  {HIV/AIDS} , 
 author  =  {STD Updates} , 
 booktitle  =  {AIDS Patient Care and STDs} , 
 year  =  {2014} , 
 volume  =  {28} , 
 pages  =  {106 -- 108} 
 }"
587	"@article{ref587, 
 author  =  {“HIV/AIDS and and STD Updates.�} , 
 title  =  {AIDS Patient Care and STDs} , 
 volume  =  {28} , 
 issue  =  {2 (February} , 
 year  =  {2014 doi:10.1089/apc.2014.9834} , 
 pages  =  {106 -- 108} 
 }"
587	"@article{ref587, 
 year  =  {1]2014 2014} , 
 title  =  {HIV/AIDS and STD Updates. AIDS Patient Care and STDs} , 
 volume  =  {28} , 
 issue  =  {2} , 
 pages  =  {106 -- 108} 
 }"
587	"@article{ref587, 
 author  =  {“HIV/AIDS and and STD Updates.�} , 
 title  =  {AIDS Patient Care and STDs} , 
 volume  =  {28} , 
 issue  =  {2} , 
 note  =  {February 2014)} , 
 pages  =  {106 -- 108} , 
 url  =  {http://dx.doi.org/10.1089/apc.2014.9834} 
 }"
588	"@article{ref588, 
 author  =  {Lubin M and Dvorkin Y and Backhaus S} , 
 year  =  {2017} , 
 title  =  {A robust approach to chance constrained optimal power flow with renewable generation} , 
 booktitle  =  {2017 IEEE Power & Energy Society General Meeting} , 
 note  =  {doi:10.1109/pesgm.2017.8274507} 
 }"
588	"@article{ref588, 
 author  =  {Lubin M and Dvorkin Y and Backhaus S} , 
 title  =  {A Robust Approach to Chance Constrained Optimal Power Flow with Renewable Generation} , 
 booktitle  =  {2017 IEEE Power & Energy Society General Meeting} , 
 year  =  {2017} 
 }"
589	"@article{ref589, 
 author  =  {Gill ML} , 
 title  =  {Models in Plato’s Sophist and Statesman} , 
 booktitle  =  {Plato Journal} , 
 year  =  {2006;(6} , 
 url  =  {http://dx.doi.org/10.14195/2183-4105_6_2} 
 }"
589	"@article{ref589, 
 author  =  {Gill M. L} , 
 year  =  {2006} , 
 title  =  {Models in Plato’s Sophist and Statesman} , 
 booktitle  =  {Plato Journal} , 
 identifier  =  {doi:10.14195/2183-4105_6_2} 
 }"
589	"@article{ref589, 
 author  =  {Gill Mary} , 
 title  =  {Louise. “Models in Plato’s Sophistt and Statesman.� n. pag} , 
 booktitle  =  {Plato Journal} , 
 volume  =  {6} , 
 year  =  {2006} , 
 note  =  {Crossref. Web} 
 }"
589	"@article{ref589, 
 author  =  {Gill M. L} , 
 title  =  {Models in Plato’s Sophist and Statesman} , 
 booktitle  =  {Plato Journal} , 
 year  =  {2006} 
 }"
590	"@article{ref590, 
 author  =  {TAMAI H and GOTO H and UNO H and SASAZUKI T and KUMA K and HAYASHI Y and MATSUBAYASHI S} , 
 year  =  {2008 2008 DOI 10.1111/j.1399-0039.1984.tb00398.x} , 
 title  =  {HLA in Japanese patients with subacute (De Quervain’s) thyroiditis} , 
 booktitle  =  {Tissue Antigens} , 
 note  =  {11 December} , 
 volume  =  {Vol. 24, no. 1} , 
 pages  =  {p -- 58</fpage> - <lpage>59} , 
 url  =  {http://dx.doi.org/10.1111/j.1399-0039.1984.tb00398.x} 
 }"
590	"@article{ref590, 
 author  =  {Tamai H and Goto H and Uno H} , 
 title  =  {HLA in Japanese patients with subacute (De Quervain’s) thyroiditis} , 
 publisher  =  {Tissue Antigens} , 
 identifier  =  {2008;24(1):58–59. doi:10.1111/j.1399-0039.1984.tb00398.x} 
 }"
590	"@article{ref590, 
 author  =  {Tamai H} , 
 title  =  {“HLA in Japanese patients with subacute (De Quervain’s) thyroiditis�} , 
 year  =  {2008} , 
 volume  =  {24:1 58} , 
 booktitle  =  {Tissue Antigens} , 
 url  =  {<http://dx.doi.org/10.1111/j.1399-0039.1984.tb00398.x>} 
 }"
591	"@article{ref591, 
 author  =  {1]Owens M.D} , 
 year  =  {2010 2010} , 
 title  =  {Don’t Look Now, But the Mice Are Winning: Predictable Backfires and New Departures in the War on I-Gaming’s Payment Solutions} , 
 booktitle  =  {Gaming Law Review and Economics} , 
 volume  =  {14} , 
 issue  =  {8 (Oct} , 
 pages  =  {595 -- 599} 
 }"
592	"@article{ref592, 
 author  =  {Weijie Liu, Bobba R. B. and Mohan S and Campbell R. H} , 
 year  =  {2015 doi:10.1109/cns.2015.7346859} , 
 title  =  {Inter-flow consistency: A novel SDN update abstraction for supporting inter-flow constraints} , 
 booktitle  =  {2015 IEEE Conference on Communications and Network Security} 
 }"
592	"@article{ref592, 
 author  =  {Weijie Liu Rakesh B and Bobba Sibin and Mohan Roy H and Campbell} , 
 year  =  {2015 http://dx.doi.org/10.1109/cns.2015.7346859} , 
 title  =  {“Inter-Flow Consistency: A Novel SDN Update Abstraction for Supporting Inter-Flow Constraints.�} , 
 booktitle  =  {2015 IEEE Conference on Communications and Network Security} 
 }"
592	"@article{ref592, 
 author  =  {Liu R. B and Bobba S and Mohan R. H and Campbell} , 
 title  =  {“Inter-flow consistency: A novel SDN update abstraction for supporting inter-flow constraints,�} , 
 booktitle  =  {2015 IEEE Conference on Communications and Network Security} , 
 year  =  {2015} 
 }"
592	"@article{ref592, 
 author  =  {Weijie Liu} , 
 title  =  {“Inter-flow consistency: A novel SDN update abstraction for supporting inter-flow constraints�} , 
 year  =  {2015) 2015} , 
 booktitle  =  {IEEE Conference on Communications and Network Security (CNS), online: <http://dx.doi.org/10.1109/cns.2015.7346859>} 
 }"
593	"@article{ref593, 
 year  =  {1]“Radiological} , 
 title  =  {Society of North America,” Radiology} , 
 volume  =  {109} , 
 issue  =  {2} , 
 pages  =  {481 -- 486} , 
 note  =  {Nov. 1973} 
 }"
593	"@article{ref593, 
 editor  =  {“Radiological Society of North America”} , 
 year  =  {1973} , 
 volume  =  {109:2 481} , 
 pages  =  {h -- 10</fpage> - <lpage>1148</fpage> - <lpage>109</fpage> - <lpage>2</fpage> - <lpage>481} 
 }"
593	"@article{ref593, 
 author  =  {Radiological} , 
 title  =  {Society of North America. Radiology} , 
 identifier  =  {1973;109(2):481–486. doi:10.1148/109.2.481} 
 }"
593	"@article{ref593, 
 year  =  {1]1973} , 
 title  =  {“Radiological Society of North America,” Radiology} , 
 volume  =  {109(2} , 
 pages  =  {481 -- 486} 
 }"
593	"@article{ref593, 
 title  =  {“Radiological Society of North America.” Radiology} , 
 volume  =  {109} , 
 issue  =  {2} , 
 year  =  {November 1973)} , 
 pages  =  {481 -- 486} , 
 url  =  {http://dx.doi.org/10.1148/109.2.481} 
 }"
594	"@article{ref594, 
 author  =  {HOFFMANN M and WASIELEWSKI C} , 
 year  =  {1975} , 
 title  =  {“ChemInform Abstract: SYNTHESIS OF DEPSIPEPTIDES PART 11, SYNTHESIS OF DIDEPSIPEPTIDES OF D-ALPHA-HYDROXYGLUTARIC ACID,” Chemischer Informationsdienst} , 
 volume  =  {6(35} 
 }"
594	"@article{ref594, 
 author  =  {HOFFMANN MARIA and WASIELEWSKI} , 
 given-names  =  {CZESLAW} , 
 title  =  {“ChemInform Abstract: SYNTHESIS OF DEPSIPEPTIDES PART 11, SYNTHESIS OF DIDEPSIPEPTIDES OF D-ALPHA-HYDROXYGLUTARIC ACID.” Chemischer} , 
 booktitle  =  {Informationsdienst} , 
 volume  =  {6} , 
 issue  =  {35 2} , 
 note  =  {1975} , 
 pages  =  {n -- } , 
 url  =  {http://dx.doi.org/10.1002/chin.197535384} 
 }"
594	"@article{ref594, 
 author  =  {M WASIELEWSKI and C} , 
 year  =  {1975} , 
 title  =  {ChemInform Abstract: SYNTHESIS OF DEPSIPEPTIDES PART 11, SYNTHESIS OF DIDEPSIPEPTIDES OF D-ALPHA-HYDROXYGLUTARIC ACID} , 
 booktitle  =  {Chemischer Informationsdienst} , 
 volume  =  {6, 35} , 
 note  =  {Sep. 1975), no–no} 
 }"
594	"@article{ref594, 
 author  =  {HOFFMANN MARIA and WASIELEWSKI} , 
 given-names  =  {CZESLAWW} , 
 title  =  {“ChemInform Abstract: SYNTHESIS OF DEPSIPEPTIDES PART 11, SYNTHESIS OF DIDEPSIPEPTIDES OF D-ALPHA-HYDROXYGLUTARIC ACID.�} , 
 booktitle  =  {Chemischer Informationsdienst} , 
 volume  =  {6.35} , 
 issue  =  {1975} , 
 note  =  {no–no. Crossref. Web} 
 }"
595	"@article{ref595, 
 author  =  {“Triphase Catalysis�} , 
 year  =  {1989} , 
 title  =  {49:1 Applied} , 
 volume  =  {186} , 
 pages  =  {h -- 10</fpage> - <lpage>1016</fpage> - <lpage>0166</fpage> - <lpage>9834</fpage> - <lpage>00</fpage> - <lpage>81436</fpage> - <lpage>0} 
 }"
595	"@article{ref595, 
 year  =  {1]1989 1989} , 
 title  =  {Triphase Catalysis} , 
 booktitle  =  {Applied Catalysis} , 
 volume  =  {49} , 
 issue  =  {1} , 
 pages  =  {186 -- 187} 
 }"
595	"@article{ref595, 
 author  =  {Anon} , 
 year  =  {1989} , 
 title  =  {“Triphase Catalysis.” Applied Catalysis 49(1):186–87} 
 }"
595	"@article{ref595, 
 author  =  {Triphase Catalysis} , 
 booktitle  =  {Applied Catalysis} , 
 year  =  {1989} , 
 volume  =  {49} , 
 pages  =  {186 -- 187} 
 }"
595	"@article{ref595, 
 author  =  {Triphasee Catalysis} , 
 year  =  {1989} , 
 title  =  {Applied Catalysis} , 
 volume  =  {49(1} , 
 pages  =  {186 -- 187} , 
 identifier  =  {doi:10.1016/s0166-9834(00)81436-0} 
 }"
596	"@article{ref596, 
 author  =  {Coelho I} , 
 year  =  {2004} , 
 title  =  {Konrad Hesse: Uma Nova Crença na Constituição} , 
 booktitle  =  {Direito Público} , 
 volume  =  {1(03} , 
 pages  =  {d -- 10</fpage> - <lpage>11117</fpage> - <lpage>22361766</fpage> - <lpage>03</fpage> - <lpage>01</fpage> - <lpage>01} 
 }"
596	"@article{ref596, 
 author  =  {Coelho “Konrad and Hesse} , 
 title  =  {Uma Nova Crença na Constituição,�} , 
 booktitle  =  {Direito Público} , 
 volume  =  {1} , 
 issue  =  {03} , 
 year  =  {2004} 
 }"
597	"@article{ref597, 
 author  =  {Dan Deng} , 
 year  =  {2010} , 
 title  =  {“Ultrasonographic Applications After Mass Casualty Incident Caused by Wenchuan Earthquake.�} , 
 booktitle  =  {The Journal of Trauma: Injury, Infection, and Critical Care} , 
 pages  =  {68 -- 6</fpage> - <lpage>1417</fpage> - <lpage>20} 
 }"
597	"@article{ref597, 
 author  =  {Dan Deng, Liao and Mingsong Tao and Jie Wu and Xiaobo, Chen Zhong, Liang and Yan} , 
 title  =  {and others, ‘Ultrasonographic Applications After Mass Casualty Incident Caused by Wenchuan Earthquake�} , 
 booktitle  =  {The Journal of Trauma: Injury, Infection, and Critical Care} , 
 volume  =  {68} , 
 year  =  {2010} , 
 pages  =  {1417 -- 1420} 
 }"
597	"@article{ref597, 
 author  =  {Dan D and Mingsong L and Jie T and Xiaobo W and Zhong C and Yan L and Xiaojin L and Ming C} , 
 title  =  {Ultrasonographic Applications After Mass Casualty Incident Caused by Wenchuan Earthquake} , 
 booktitle  =  {The Journal of Trauma: Injury, Infection, and Critical Care [Internet]. 2010 June;68(6):1417–1420} , 
 url  =  {http://dx.doi.org/10.1097/ta.0b013e3181c9b301} 
 }"
598	"@article{ref598, 
 author  =  {Meinhardt} , 
 title  =  {“Strukturamplituden für Neutronenbeugung am Zementit,” Archiv für das Eisenhüttenwesen} , 
 volume  =  {30} , 
 issue  =  {1} , 
 pages  =  {51 -- 53} , 
 year  =  {1959} 
 }"
598	"@article{ref598, 
 author  =  {Meinhardt D} , 
 title  =  {Strukturamplitudenn Für Neutronenbeugung Am Zementit} , 
 booktitle  =  {Archiv für das Eisenhüttenwesen} , 
 year  =  {1959} , 
 volume  =  {30} , 
 pages  =  {51 -- 53} 
 }"
598	"@article{ref598, 
 author  =  {Meinhardt Dietrich} , 
 title  =  {“Strukturamplituden Für Neutronenbeugung Am Zementit.” Archiv} , 
 booktitle  =  {Für Das Eisenhüttenwesen} , 
 volume  =  {30} , 
 issue  =  {1} , 
 year  =  {January 1959) doi:10.1002/srin.195902821} , 
 pages  =  {51 -- 53} 
 }"
599	"@article{ref599, 
 author  =  {Gong Maoguo, Lichengg and Jiao Ling and Wang} , 
 editor  =  {Liefeng Bo} , 
 booktitle  =  {“Density-Sensitive Evolutionary Clustering.” Lecture Notes in Computer Science} , 
 pages  =  {507 -- 514} , 
 url  =  {http://dx.doi.org/10.1007/978-3-540-71701-0_52} 
 }"
600	"@article{ref600, 
 author  =  {Lin, Xin Richard H and Johnson} , 
 title  =  {“Heating, Moistening, and Rainfall over the Western Pacific Warm Pool During TOGA COARE.�} , 
 booktitle  =  {Journal of the Atmospheric Sciences} , 
 volume  =  {53} , 
 issue  =  {22} , 
 year  =  {November 1996)} , 
 pages  =  {3367 -- 3383} , 
 identifier  =  {doi:10.1175/1520-0469(1996)053<3367:hmarot>2.0.co;2} 
 }"
600	"@article{ref600, 
 author  =  {Lin Xin and Richard H and Johnson} , 
 title  =  {“Heating, Moistening, and Rainfall over the Western Pacific Warm Pool during TOGA COARE�} , 
 year  =  {1996} , 
 booktitle  =  {53:22 Journal of the Atmospheric Sciences} , 
 volume  =  {3367} , 
 url  =  {<http://dx.doi.org/10.1175/1520-0469(1996)053<3367:hmarot>2.0.co;2>} 
 }"
600	"@article{ref600, 
 author  =  {Lin X and Johnson RH} , 
 title  =  {Heating, Moistening, and Rainfall over the Western Pacific Warm Pool during TOGA COARE} , 
 booktitle  =  {Journal of the Atmospheric Sciences} , 
 identifier  =  {1996;53(22):3367–3383. doi:10.1175/1520-0469(1996)053<3367:hmarot>2.0.co;2} 
 }"
600	"@article{ref600, 
 author  =  {Lin, Xin Richard H and Johnson} , 
 title  =  {“Heating, Moistening, and Rainfall over the Western Pacific Warm Pool During TOGA COARE.�} , 
 booktitle  =  {Journal of the Atmospheric Sciences} , 
 volume  =  {53.22} , 
 year  =  {1996} , 
 pages  =  {3367 -- 3383} , 
 note  =  {Crossref. Web} 
 }"
600	"@article{ref600, 
 author  =  {Lin R. H and Johnson} , 
 title  =  {“Heating, Moistening, and Rainfall over the Western Pacific Warm Pool during TOGA COARE,�} , 
 booktitle  =  {Journal of the Atmospheric Sciences} , 
 volume  =  {53} , 
 issue  =  {22} , 
 pages  =  {3367 -- 3383} , 
 year  =  {1996} 
 }"
601	"@article{ref601, 
 author  =  {Ingalls A. G} , 
 year  =  {1952} , 
 title  =  {The Amateurr Scientist} , 
 booktitle  =  {Scientific American} , 
 volume  =  {187(6} , 
 pages  =  {84 -- 90} , 
 identifier  =  {doi:10.1038/scientificamerican1252-84} 
 }"
602	"@article{ref602, 
 author  =  {Perkinson J. D} , 
 title  =  {“Letters to the Editor.�} , 
 booktitle  =  {Science} , 
 volume  =  {162} , 
 issue  =  {3849 4} , 
 year  =  {1968} , 
 pages  =  {54 -- 55} , 
 url  =  {http://dx.doi.org/10.1126/science.162.3849.54} 
 }"
602	"@article{ref602, 
 author  =  {Perkinson J D} , 
 title  =  {“Letters to the Editor�} , 
 year  =  {1968} , 
 volume  =  {162:3849 54} , 
 url  =  {<http://dx.doi.org/10.1126/science.162.3849.54>} 
 }"
603	"@article{ref603, 
 author  =  {Ergezer Hamza} , 
 title  =  {Kemal Leblebicioglu. “Anomaly detection in trajectories� 24th Signal} , 
 year  =  {2016) 2016} , 
 booktitle  =  {Processing and Communication Application Conference (SIU), online: <http://dx.doi.org/10.1109/siu.2016.7496051>} 
 }"
603	"@article{ref603, 
 author  =  {Ergezer Hamza} , 
 title  =  {Kemal Leblebicioglu, ‘Anomaly Detection in Trajectories�} , 
 booktitle  =  {2016 24th Signal Processing and Communication Application Conference (SIU)} , 
 year  =  {2016 <doi:10.1109/siu.2016.7496051>} 
 }"
603	"@article{ref603, 
 author  =  {ERGEZER Hamza and LEBLEBICIOGLU Kemal} , 
 year  =  {2016 10.1109/siu.2016.7496051} , 
 title  =  {Anomalyy detection in trajectories} , 
 booktitle  =  {2016 24th Signal Processing and Communication Application Conference (SIU)} , 
 note  =  {May 2016. DOI} , 
 url  =  {http://dx.doi.org/10.1109/siu.2016.7496051} 
 }"
603	"@article{ref603, 
 author  =  {Ergezer H and Leblebicioglu K} , 
 title  =  {Anomaly detection in trajectories} , 
 booktitle  =  {2016 24th Signal Processing and Communication Application Conference} , 
 note  =  {SIU). 2016. doi:10.1109/siu.2016.7496051} 
 }"
603	"@article{ref603, 
 author  =  {H Leblebicioglu and K} , 
 year  =  {2016 2016} , 
 title  =  {Anomalyy detection in trajectories} , 
 booktitle  =  {2016 24th Signal Processing and Communication Application} , 
 note  =  {Conference (SIU). (May} 
 }"
604	"@article{ref604, 
 author  =  {John Morrisonn McLarnon III and G Terry} , 
 title  =  {Madonna. “Damon and Pythias Reconsidered.” The Pennsylvania Magazine of History and Biography} , 
 volume  =  {136.2} , 
 year  =  {2012} , 
 pages  =  {171 --} , 
 note  =  {Web} 
 }"
604	"@article{ref604, 
 author  =  {John Morrison McLarnon and III G Terry Madonna and Pythias Reconsidered�} , 
 year  =  {2012} , 
 title  =  {136:2 The Pennsylvania} , 
 booktitle  =  {Magazine of History and Biography} , 
 volume  =  {171} , 
 url  =  {<http://dx.doi.org/10.5215/pennmaghistbio.136.2.0171>} 
 }"
604	"@article{ref604, 
 author  =  {Morrison McLarnon III G and Terry} , 
 title  =  {Madonna 2012. Damon and Pythias Reconsidered} , 
 booktitle  =  {The Pennsylvania Magazine of History and Biography} , 
 volume  =  {136, 2} , 
 year  =  {2012} , 
 pages  =  {171 --} 
 }"
604	"@article{ref604, 
 author  =  {John Morrison McLarnon III and G Terry Madonna} , 
 year  =  {2012} , 
 title  =  {“Damon and Pythias Reconsidered,” The Pennsylvania Magazine of History and Biography} , 
 volume  =  {136(2} , 
 pages  =  {171 --} 
 }"
605	"@article{ref605, 
 author  =  {Morgan R. E} , 
 year  =  {1997} , 
 title  =  {DECISION MAKING FOR EXPORT STRATEGY} , 
 booktitle  =  {Journal of Small Business and Enterprise Development} , 
 volume  =  {4(2} , 
 pages  =  {73 -- 85} , 
 identifier  =  {doi:10.1108/eb020982} 
 }"
606	"@article{ref606, 
 author  =  {Levin S and Sidanius J and Rabinowitz J. L. and Federico C} , 
 year  =  {1998} , 
 title  =  {Perceptions of Discrimination Scale. PsycTESTS Dataset} , 
 note  =  {doi:10.1037/t19122-000} 
 }"
607	"@article{ref607, 
 author  =  {IKENAGA K} , 
 year  =  {2013} , 
 title  =  {Recyclingg of PET Bottle by Microwave and Applied Recycling of Polyester Textile} , 
 booktitle  =  {Sen’i Gakkaishi} , 
 volume  =  {69(2} , 
 pages  =  {P -- 46</fpage> - <lpage>48} , 
 note  =  {doi:10.2115/fiber.69.p_46} 
 }"
607	"@article{ref607, 
 author  =  {IKENAGA} , 
 title  =  {KAZUTOSHI, ‘Recycling of PET Bottle by Microwave and Applied Recycling of Polyester Textile�} , 
 booktitle  =  {Sen’i Gakkaishi} , 
 volume  =  {69} , 
 year  =  {2013} , 
 pages  =  {P -- 46</fpage> - <lpage>48} 
 }"
608	"@article{ref608, 
 author  =  {H. Park C. W and Park J. H and Ahn S. Y and Choi M. C and Shin J. H and Cho T.-K and Lee I. H and Kim J. H and Cho J.-C and Lee Y and Shin E. J and Bae B. H and Chen M.-H and I. J} , 
 given-names  =  {B. N} , 
 title  =  {Kang, “Neuroprotection and reduced gliosis by pre- and post-treatments of hydroquinone in a gerbil model of transient cerebral ischemia,�} , 
 booktitle  =  {Chemico-Biological Interactions} , 
 volume  =  {278} , 
 pages  =  {230 -- 238} , 
 year  =  {2017} 
 }"
608	"@article{ref608, 
 author  =  {Park J. H. and Park C. W. and Ahn J. H. and Choi S. Y. and Shin M. C. and Cho J. H. and Lee T.-K and Kim I. H. and Cho J. H. and Lee J.-C and Kim Y and H., Kim Y.-M and Kim J.-D and Tae H.-J and Shin B and N., Bae E. J. and Chen} , 
 year  =  {2017} , 
 title  =  {“Neuroprotection and reduced gliosis by pre- and post-treatments of hydroquinone in a gerbil model of transient cerebral ischemia,�} , 
 booktitle  =  {Chemico-Biological Interactions} , 
 volume  =  {278} , 
 pages  =  {230 -- 238} 
 }"
608	"@article{ref608, 
 author  =  {Park Joon Ha} , 
 title  =  {“Neuroprotection and reduced gliosis by pre- and post-treatments of hydroquinone in a gerbil model of transient cerebral ischemia�} , 
 year  =  {2017} , 
 booktitle  =  {278 Chemico-Biological Interactions} , 
 volume  =  {230} , 
 url  =  {<http://dx.doi.org/10.1016/j.cbi.2017.01.018>} 
 }"
609	"@article{ref609, 
 author  =  {Birge Stanley J} , 
 title  =  {“INTESTINAL PHOSPHATE TRANSPORT AND ALKALINE PHOSPHATASE.” Calcium and Phosphate Transport Across Biomembranes} , 
 year  =  {1981} , 
 pages  =  {181 -- 184} , 
 note  =  {Crossref. Web} 
 }"
609	"@article{ref609, 
 author  =  {Birge S. J} , 
 year  =  {1981} , 
 title  =  {INTESTINAL PHOSPHATE TRANSPORT AND ALKALINE PHOSPHATASE. Calcium and Phosphate Transport Across Biomembranes} , 
 pages  =  {181 -- 184} , 
 note  =  {doi:10.1016/b978-0-12-135280-6.50037-9} 
 }"
610	"@article{ref610, 
 author  =  {Macgillivray I. K} , 
 title  =  {Religion, Sexual Orientation, and School Policy: How the Christian Right Frames Its Arguments} , 
 booktitle  =  {Educational Studies} , 
 year  =  {2008} , 
 volume  =  {43} , 
 pages  =  {29 -- 44} 
 }"
610	"@article{ref610, 
 author  =  {Macgillivray Ian K} , 
 title  =  {“Religion, Sexual Orientation, and School Policy: How the Christian Right Frames Its Arguments�} , 
 year  =  {2008} , 
 volume  =  {43:1 29} , 
 booktitle  =  {Educational Studies} , 
 url  =  {<http://dx.doi.org/10.1080/00131940701796210>} 
 }"
610	"@article{ref610, 
 author  =  {Macgillivray Ian K} , 
 year  =  {2008} , 
 title  =  {“Religion, Sexual Orientation, and School Policy: How the Christian Right Frames Its Arguments.” Educational Studies 43(1):29–44} , 
 url  =  {(http://dx.doi.org/10.1080/00131940701796210)} 
 }"
